,metricType,symbol,metric.bookValueShareGrowth5Y,metric.capitalSpendingGrowth5Y,metric.dividendGrowthRate5Y,metric.ebitdaCagr5Y,metric.ebitdaInterimCagr5Y,metric.epsGrowth3Y,metric.epsGrowth5Y,metric.epsGrowthQuarterlyYoy,metric.epsGrowthTTMYoy,metric.focfCagr5Y,metric.netMarginGrowth5Y,metric.revenueGrowth3Y,metric.revenueGrowth5Y,metric.revenueGrowthQuarterlyYoy,metric.revenueGrowthTTMYoy,metric.revenueShareGrowth5Y,metric.tbvCagr5Y,metric.totalDebtCagr5Y
0,growth,AAPL,1.38123,1.35289,11.2299,4.79747,2.89968,12.6869,12.99321,19.34191,6.08985,2.92073,-0.35063,6.45813,7.31487,8.90642,2.32061,13.39077,-2.517,25.07771
1,growth,BAC,5.29783,,38.20842,7.3676,7.3676,22.75995,45.45327,5.57835,5.46688,14.4085,36.1473,11.74155,6.61499,-5.10204,6.69023,3.55274,3.2392,-2.10678
2,growth,AMZN,40.0871,28.07419,,50.19145,49.13758,67.42887,,12.74024,16.05445,61.86064,,27.29844,25.81346,20.79632,20.4537,23.64296,45.39267,21.04941
3,growth,T,7.98253,-1.72256,2.04138,12.67664,12.67664,-3.35434,8.91107,-42.27238,-31.64462,89.50143,10.19784,3.42405,6.46819,-2.44202,6.11223,-0.56557,,14.79661
4,growth,GOOGL,13.89486,16.41308,,17.24447,17.66161,20.81725,19.92015,20.23469,12.541,20.86074,0.55786,21.48595,19.65096,17.31083,18.30009,19.25488,16.41129,-2.75616
5,growth,MO,16.97884,8.57992,12.0189,6.74163,6.54525,,,-231.1565,-117.3299,20.14404,,-0.82773,0.47503,-1.75008,-1.00142,1.62055,,13.79933
6,growth,DAL,17.47591,17.02459,30.64039,11.30406,31.52641,9.52559,56.40866,14.6129,28.76793,0.50168,44.09004,6.0161,3.09509,6.48855,5.78109,8.54921,,2.92679
7,growth,AA,-17.53141,-3.11618,,-5.61203,,,,-706.9671,-556.646,-5.0596,,3.8394,-4.5191,-27.15311,-22.15922,-4.78193,-17.60965,39.39567
8,growth,AXP,7.10524,6.60059,10.37167,-0.89096,-0.54192,12.45946,7.53581,17.54216,9.11663,3.83233,-2.52791,7.7775,5.47437,7.99005,8.38438,10.5737,3.02009,5.30105
9,growth,DD,,,-26.85745,,,,,-50.39317,-353.829,,,-23.55703,,-4.63625,-4.78888,,,
10,growth,BABA,60.97755,49.34434,,29.55949,38.28329,6.18768,27.54248,54.70443,145.6085,40.1034,-14.00792,55.02738,48.31799,37.66947,41.5946,44.87048,44.81807,26.73591
11,growth,ABT,4.42139,8.74759,7.16645,12.25401,13.46948,41.29358,12.39922,41.59599,45.24415,12.14634,5.83555,15.22821,9.52087,7.07019,4.33645,6.20181,,18.95916
12,growth,UAA,-5.49328,0.79702,,-0.13462,-0.13429,-23.04422,-26.54262,-136.0839,1006.395,36.05025,-17.01476,2.96325,11.29651,3.68674,1.42392,-3.78177,5.42121,15.83504
13,growth,AMAT,6.83218,12.84552,27.03338,17.38621,14.99947,22.54738,26.6537,24.30596,-18.54218,13.63498,9.21323,10.50644,9.99616,10.89795,-7.60475,15.96924,5.21677,22.23477
14,growth,AMGN,-13.56402,-9.23101,13.18511,6.61116,5.59962,7.93203,13.96299,-5.15992,2.17905,-2.50049,5.47906,0.53502,3.09149,-0.5297,-1.62126,8.04322,,-0.53441
15,growth,AAL,,-4.27847,0,-0.86016,-2.0735,-6.52604,-0.67816,35.08849,25.10292,,-11.42643,4.46904,1.42116,3.42841,2.75477,12.13482,,6.14596
16,growth,AIG,-0.57367,,0,-5.10986,-5.10986,,-6.7828,239.3909,15242.7,,-6.76951,-1.88571,-5.03196,-6.33051,4.78589,4.6825,-9.28354,2.51789
17,growth,ALL,8.84001,8.49734,14.96229,6.03153,6.35797,44.31028,17.48633,406.4101,150.5638,10.39563,6.17411,6.67015,4.73866,20.97828,12.29035,10.61711,2.15155,5.22603
18,growth,ADBE,9.89523,21.60679,,41.11705,38.44358,37.38706,62.65833,43.43712,19.62977,28.73225,32.51554,24.03366,21.91933,18.84138,22.08273,22.74672,,22.26892
19,growth,ACN,20.99727,13.22715,9.89721,7.14268,8.56885,4.497,10.2506,11.7959,11.00931,16.889,2.39253,7.48838,6.27663,6.57516,5.67255,7.62121,20.16807,-3.25361
20,growth,ABBV,,-2.04254,23.35863,27.87981,27.52299,13.31879,36.82749,259.9515,45.69323,87.55799,21.66581,9.07003,10.75619,4.80433,1.56627,12.57615,,34.82693
21,growth,MT.AS,-8.44925,-0.51273,,-9.60906,-2.02813,,,-258.9999,-148.0239,,,7.53235,-2.28877,-15.34894,-7.12585,-7.50722,-0.53119,-6.24597
22,growth,LLY,-27.76369,-2.87325,8.14252,8.32574,8.32574,24.34404,17.37201,28.6674,55.30832,6.28598,11.26279,1.69479,2.61635,8.4504,3.84399,5.49083,,13.81114
23,growth,AGN,10.68854,9.55346,,44.63239,40.35948,,,92.48842,-4.00281,24.25886,,3.35932,28.03275,6.65,1.90975,18.09946,,7.83739
24,growth,APA,-33.95677,-21.66552,0,-26.33358,-26.20557,,,-2457.06,-1299.427,,,5.57163,-13.02879,-4.58015,-14.05825,-12.70819,-33.9279,-5.297
25,growth,ADP,-2.18717,13.30182,13.21061,11.25209,11.04579,17.22979,15.29694,18.12562,37.23295,5.47484,5.89236,6.70384,6.74838,5.07101,5.04093,8.88128,-14.13159,-1.72771
26,growth,,,,,,,,,,,,,,,,,,,
27,growth,AKAM,6.45055,12.02183,,6.65779,6.65779,16.86095,9.52406,23.10899,62.00345,7.89038,-0.53058,7.21323,8.06013,8.23704,6.59955,10.15867,1.29041,24.91771
28,growth,NLY,-4.72332,39.39408,-2.85872,,,,,147.1888,-1111.514,,,-25.71584,,220.3866,-59.30131,,3.47595,9.10841
29,growth,,,,,,,,,,,,,,,,,,,
30,growth,ATVI,10.70137,1.62834,12.4802,8.37215,8.36276,15.17744,10.8132,51.14424,-0.41126,6.64712,3.37162,-0.60392,8.04066,-16.58967,-13.46846,6.74897,,-9.1578
31,growth,ADSK,,-6.762,,11.66321,11.78695,,23.401,165.5519,316.6565,16.5744,16.01786,17.25628,5.44181,21.97206,27.41458,6.36386,,22.91459
32,growth,ADM,2.33234,-1.52215,5.27265,-6.67693,-6.67693,5.06253,-6.03916,92.98785,-19.90347,,-4.59448,1.2201,-4.45466,2.39543,0.48958,-1.55797,-3.36112,9.42816
33,growth,BMH.AX,,,,,,,,76.47059,101.0587,,,47.60867,,-13.33926,-20.64003,,,
34,growth,WBA,3.99831,9.00361,6.9178,8.55378,4.72336,5.64576,14.49701,-13.98944,-22.2172,7.21768,-0.13987,5.2615,12.36978,3.74189,1.91555,13.36673,,30.25623
35,growth,ARNA,58.29301,-11.55677,,,,,,-226.7862,1146.956,,,106.0645,85.24375,-65.28677,4387.652,56.10904,94.12807,-6.91847
36,growth,LUV,13.56368,-10.89156,23.12762,4.89127,4.88991,6.8723,20.77864,-21.82486,-2.02687,22.58308,10.62647,3.39748,3.80832,0.45582,2.10335,9.25373,9.49743,-1.5739
37,growth,ACAD,7.79628,44.37244,,,,,,31.01237,17.15912,,,169.4578,390.0305,65.05682,51.50375,351.0434,17.61465,
38,growth,PANW,22.69839,29.43999,,,,,,-2610.593,-124.6901,77.61241,,28.12789,37.12018,14.83408,20.34395,30.67794,,25.09129
39,growth,AMD,58.57401,17.96338,,18.39789,18.39789,,,187.4178,-9.94954,,,16.36331,4.09951,49.89429,3.95367,-3.46666,,-26.14664
40,growth,,,,,,,,,,,,,,,,,,,
41,growth,AEP,2.9853,7.66782,6.08349,1.27002,1.20966,45.94826,3.63398,-56.41806,0.16157,,5.32617,-1.6946,-1.01842,-4.86964,-3.91647,-1.27581,3.19451,8.50755
42,growth,ALXN,25.15308,4.55018,,21.07545,21.07545,82.31522,26.83672,675.8081,13853.14,30.62025,10.37311,17.40571,17.44459,22.63466,20.81478,14.91633,3.26754,73.39308
43,growth,AVGO,37.49804,1.10022,76.13046,52.7586,43.09403,,41.04758,-36.53406,-47.49387,59.84689,10.83747,19.5054,39.55485,1.19192,6.36321,27.52765,,48.21857
44,growth,EA,18.09615,4.17297,,42.22341,5.01307,-1.67367,165.3371,36.55319,99.15784,18.35064,147.0307,4.03572,6.72492,23.58417,1.7756,7.41352,45.053,11.37602
45,growth,DBK.DE,-9.11002,-13.33887,,-3.07543,,,,-274.5853,-16315.52,,,0.00795,0.11812,-7.78573,1.43589,-11.37787,-1.61093,-3.96794
46,growth,AEM.TO,2.6218,13.17358,15.1737,7.54573,7.75932,41.42407,38.85995,182.1015,241.3278,,34.09448,5.27671,5.63494,40.02782,13.85853,1.61283,6.88556,5.67733
47,growth,APD,7.7714,7.86424,10.61074,4.49448,4.68965,16.12081,11.27065,42.52202,13.27512,,16.12541,5.92828,-3.0985,1.3804,0.13426,-3.6648,12.27929,-11.47714
48,growth,AMBA,11.49638,5.99622,,,,,,-172.6026,-46.15227,-5.87977,,-9.66629,0.94002,12.02663,0.42324,0.44368,11.21745,
49,growth,NOVN.SW,-3.65448,-7.88966,4.10106,-0.80579,-0.37503,3.2665,-6.52049,-6.50344,-43.60159,5.10013,-5.97421,-0.51698,-1.94221,7.07309,5.6653,-0.69724,-60.80582,7.4411
50,growth,ANF,-3.39078,3.03528,0,-4.4938,-4.60126,117.9795,-3.324,-1.83604,-41.66272,-10.43588,-2.15998,2.88516,-0.65465,2.5051,0.91819,1.41939,-4.90808,-4.59126
51,growth,LULU,13.24106,18.77615,,19.36041,19.3634,30.66993,24.37367,36.49247,33.95914,14.68257,4.05411,19.28667,17.23069,19.70375,21.01308,19.52782,12.63476,
52,growth,RAD,,-10.29421,,-15.55811,-16.61867,,,399.3466,33.25398,,,1.37611,-3.24983,0.22455,-0.33887,-4.72151,,-9.50136
53,growth,BRK.AX,,-41.99995,,-26.18181,-43.94359,,,177.551,168.6567,,,613.9664,159.886,185734.2,145108.4,24.35432,,
54,growth,,,,,,,,,,,,,,,,,,,
55,growth,AGNC,-5.24545,,-11.64915,,,-13.50765,,196.5886,91.98015,-40.01675,,37.55082,59.82509,475.2043,108.2739,46.74727,2.20636,11.85777
56,growth,JBLU,15.83154,6.16843,,9.21358,9.14849,-3.62193,10.29837,31.68639,272.8683,39.73364,0.39238,7.12506,6.8299,3.20122,5.68033,9.86714,13.18121,0.88868
57,growth,A,-0.58593,-5.31653,12.93606,7.62248,7.24498,33.85603,37.45425,-59.78904,-32.46289,14.83501,29.33855,7.10638,4.98623,5.68536,4.99298,6.27479,-53.23049,7.67547
58,growth,ORLY,-23.35467,7.872,,8.39512,8.39512,18.56555,19.49895,14.47749,11.17669,7.27669,4.91051,5.70736,7.06137,7.25793,6.43382,13.90559,,22.88458
59,growth,FOLD,7.84547,142.629,,,,,,14.81437,18.90995,,,232.4881,172.0013,69.38182,99.72272,115.1507,23.89551,59.79411
60,growth,AZO,,2.00271,,4.43691,4.16275,15.72203,14.84618,11.13035,24.8703,12.84832,3.72856,3.70958,4.59854,2.57471,6.78019,10.718,,3.73828
61,growth,AN,14.11717,5.18043,,1.46688,1.18532,6.19815,7.12602,78.61675,16.21447,12.62279,-0.77672,-0.42337,2.22914,2.53525,-0.36007,7.96459,21.77994,-0.22939
62,growth,AZN.L,-8.42921,-2.21836,2.34101,-6.64153,4.71448,-28.12723,1.01775,-70.78912,-39.26308,,1.5822,1.9639,-1.68543,3.84915,10.38479,-2.25111,,10.94638
63,growth,AES,-5.75662,3.59169,7.45995,-4.61243,-5.10789,,-14.20042,-155.7973,-70.61309,,-0.85331,-0.29918,-8.77124,-7.28452,-5.09501,-7.26273,-10.33599,-0.66562
64,growth,ABI.BR,4.44434,3.31741,-26.79209,2.56615,2.50212,85.19055,-4.84795,-100.3249,128.2547,6.42488,-4.48546,4.75857,2.14393,-3.31352,-1.34236,-1.78733,,15.04859
65,growth,ARR,-9.24132,,-10.57019,,,,,135.1621,-62.5842,,,5.63926,,212.6017,-21.129,,-3.86064,-3.93968
66,growth,BDX,24.24234,7.94431,5.27265,19.06151,19.31185,-5.75433,-8.92439,-60.94741,-50.21875,15.62895,-13.37874,11.47016,15.4061,1.5625,1.71141,8.05345,,37.32057
67,growth,AKS,,19.15537,,3.92126,5.75566,,,-255.1636,-93.93045,,,2.63246,-0.45386,-13.79763,-6.72905,-14.48678,,-4.05872
68,growth,AB,-0.42606,,9.85418,5.79429,5.79429,3.79532,6.41934,30.86426,-0.67938,,0.17199,3.61389,5.79429,31.68112,-1.60911,6.23657,-0.93877,
69,growth,ACOR,-12.7712,63.3162,,-60.03011,-60.44671,,,1395.176,-1532.991,,,-28.19007,-13.67992,-26.9768,-59.18635,-15.56571,,-5.59711
70,growth,CSGN.SW,-7.01706,4.13265,-25.65056,5.72918,5.69292,,6.9644,236.8677,72.12705,,12.46256,5.12414,1.1515,-20.49329,2.91133,-10.46283,1.98646,-3.77525
71,growth,AFL,13.95658,,9.17298,0.08317,4.09345,11.28236,6.3735,52.30577,16.73741,-4.49813,2.6682,-0.44956,-0.37273,8.15029,2.29885,3.60902,9.5579,3.9794
72,growth,ADI,15.76859,9.12956,8.15262,22.94635,19.73485,9.74513,13.00573,-42.31516,-22.85177,38.04036,0.70309,20.53123,15.89982,-15.4134,-7.18498,12.27003,,44.46511
73,growth,ACIW,14.14478,6.58804,,2.82983,2.82983,-19.64101,-0.45277,-22.72471,27.47155,-4.7163,-4.32633,7.75507,4.36742,24.99453,24.61071,4.0486,,9.01274
74,growth,AMP,0.8236,4.82178,9.27329,-1.05658,-1.12503,21.26189,10.85944,-5.93398,-1.69054,-1.85231,-2.04209,2.87566,0.94802,-3.2419,-0.26308,8.49181,-8.16456,1.70506
75,growth,,,,,,,,,,,,,,,,,,,
76,growth,AMTD,12.91749,6.68371,20.8437,17.36869,14.80115,35.97446,22.78224,-34.8252,14.62801,81.70268,7.85106,21.82926,13.96735,-14.84169,1.41832,13.84432,16.39778,23.53873
77,growth,AEO,4.98385,-2.94941,3.22801,7.06096,7.22855,-1.05878,19.72624,-93.41465,-23.92127,,10.41926,6.07231,5.58659,5.66092,6.75203,8.42868,2.05225,
78,growth,AWK,4.3273,11.58472,10.09553,4.6236,4.61874,9.48126,7.49659,-22.65143,6.57408,,3.80229,3.01727,3.69309,6.11765,4.94186,3.55592,4.19387,9.67819
79,growth,NOVO-B.CO,9.52301,20.97228,3.18683,9.28526,8.92092,3.05384,10.21705,4.60611,2.84634,0.82671,1.37209,2.96512,6.56104,9.03067,9.11196,8.72525,5.86926,44.16082
80,growth,ALK,16.83038,0.05757,8.37067,4.01619,4.37908,-1.15857,6.94624,683.7032,75.41439,26.0558,-4.92028,14.01233,10.34338,7.94574,6.25605,12.4806,1.27412,13.29669
81,growth,PAA,-3.71618,-9.72346,-19.54658,3.69313,3.69313,83.42854,2.16796,-74.38333,1.45094,,15.21753,18.60107,-4.97889,4.18848,-1.1393,-18.60319,13.00929,-0.60789
82,growth,AAP,13.33969,15.60241,0,-2.66408,-2.6649,3.35517,0.40354,-12.89653,20.86599,-3.97016,-0.00672,0.48996,-0.27551,0.35828,1.34072,0.34698,48.08683,-14.51355
83,growth,NAT,-16.50709,-49.09624,-58.20796,4.8366,4.83687,,,217.2816,88.69673,,,-21.11779,-12.95233,33.098,41.48737,-21.43241,-7.30242,9.84699
84,growth,AIV,6.70052,-3.59878,4.92076,0.0764,0.0764,4.58003,8.24316,1441.516,-26.5025,,51.97168,-2.8081,-1.466,-0.85768,-5.97649,-2.32787,7.58123,1.73077
85,growth,AGIO,-3.92224,40.58899,,,,,,-1.40178,-13.898,,,19.04471,12.52573,18.08216,24.92398,0.24678,8.58242,
86,growth,AEE,3.41736,5.60713,3.83546,2.56622,2.59333,7.69316,6.88682,37.84284,0.92917,,7.57192,-0.91911,-0.47702,-7.25863,-6.05627,-0.69547,3.94746,7.20374
87,growth,UBSG.SW,2.62404,-5.41119,6.75556,5.80532,6.42435,9.27763,2.80442,108.126,-2.89948,26.79479,1.67,3.32227,1.32915,-21.8802,-9.79554,0.15228,1.74418,-1.66076
88,growth,AVXL,88.19457,,,,,,,19.42827,-14.64325,,,,,,,,153.8109,
89,growth,ARLP,-6.33418,-0.09968,2.57465,-6.54243,-6.54243,-3.56647,-8.16128,-48.234,11.70406,,-0.81637,0.51965,-3.13774,-14.76045,-2.05392,-13.19756,2.26588,-1.12843
90,growth,ANTM,6.75955,8.55018,7.16645,6.75774,5.79604,26.08931,15.577,140.7376,30.85575,13.89167,5.89024,7.05403,7.11925,17.29182,13.16434,9.14793,,5.95032
91,growth,,,,,,,,,,,,,,,,,,,
92,growth,,,,,,,,,,,,,,,,,,,
93,growth,,,,,,,,,,,,,,,,,,,
94,growth,ABC,9.5654,3.24369,5.56671,19.59708,28.8631,-15.13002,26.40681,-45.75244,-40.35664,11.44835,14.06326,6.93888,8.47563,5.44648,5.31954,10.78826,,17.62486
95,growth,,,,,,,,,,,,,,,,,,,
96,growth,ATI,-7.05759,-5.68905,,13.1972,13.1972,,,18.00839,11.15467,,93.50188,9.56188,-0.48245,-1.85952,1.87565,-6.52617,-2.30446,-1.73582
97,growth,AVB,2.66549,4.50054,4.39518,7.21684,7.21685,-9.20211,2.74163,-56.98559,-20.14917,,-2.87035,4.36027,6.64672,2.60077,1.75489,5.34155,3.96826,2.42728
98,growth,,,,,,,,,,,,,,,,,,,
99,growth,ALNY,1.12322,32.77804,,,,,,-18.11016,-7.43841,,,67.02746,34.15988,240.8026,193.3598,24.19361,8.97167,
100,growth,LH,18.48417,14.4834,,12.05753,12.05753,6.97701,7.14539,24.68524,-7.37816,14.29567,-3.4905,6.54728,13.96053,5.95157,1.95352,10.98949,,15.78368
101,growth,AVY,4.51282,8.00568,12.20084,7.71532,6.72099,0.33758,6.68759,70.51567,-32.92027,32.23448,2.0836,5.12015,2.23515,0.23746,-1.24179,4.68847,,11.12772
102,growth,,,,,,,,,,,,,,,,,,,
103,growth,ASH,2.99885,-9.08955,-12.36284,-3.40015,-5.56346,,-1.83895,174.7128,-84.16004,-39.84538,12.56638,-6.18195,-16.44355,-7.46528,-5.14905,-12.79713,,-12.49413
104,growth,,,,,,,,,,,,,,,,,,,
105,growth,ACHN,3.94615,4.76818,,,,,,-22.40642,3.52675,,,,,,,,11.70325,-17.70217
106,growth,,,,,,,,,,,,,,,,,,,
107,growth,ABMD,37.54477,73.97432,,85.52452,65.11407,87.62674,99.70624,55.777,11.20322,58.66392,53.09354,32.66385,33.18005,10.481,14.18565,30.44701,46.81059,
108,growth,ABM,5.89368,9.76779,2.96467,13.7051,15.57778,20.29193,10.21958,112.9073,81.79202,26.12013,6.43243,8.09855,6.92493,0.31096,0.64689,3.59075,,20.16948
109,growth,LIFE,13.72688,-20.51493,,,,,,47.47298,54.53423,,,,,,,,35.67145,-3.1928
110,growth,ATO,9.4035,15.18408,7.72173,5.622,5.50604,9.28859,7.99142,9.06456,11.54536,,24.61059,5.73736,-10.09715,-0.2528,-6.58821,-13.36532,16.44835,8.5307
111,growth,AON,-9.12906,-2.5485,10.06423,4.54434,4.30908,12.20951,6.44333,6.30685,37.22389,1.51664,3.76556,5.38708,-1.77551,4.15162,2.25627,2.62874,,5.22719
112,growth,ADXS,-45.08249,23.84614,,,,,,-105.4999,69.30175,,,73.555,83.63808,-99.98476,-94.9444,9.38794,14.37158,
113,growth,ADC,12.9532,35.59844,5.98398,28.50323,28.50323,-0.22672,9.53705,39.87839,9.27476,,4.20763,26.99899,28.47653,38.40191,36.72423,4.91099,34.46618,31.50902
114,growth,,,,,,,,,,,,,,,,,,,
115,growth,SAVE,19.10292,0.62128,,10.67255,10.93763,9.37857,9.56658,-11.49188,115.602,23.56385,-5.59603,18.19229,14.67516,12.40399,15.27225,16.0614,17.65386,72.41441
116,growth,AKRX,-10.24683,-4.68204,,-41.25849,-41.13862,,,63.2026,44.1363,,,-15.14283,4.21864,5.78345,-1.66984,1.35373,,-5.59833
117,growth,ADS,-2.33601,-2.1572,69.22538,4.61883,4.36961,12.56206,5.86709,-49.11773,-35.31771,-4.37225,-0.03069,-7.87356,1.02846,-0.2458,-1.50531,5.24457,,9.47175
118,growth,,,,,,,,,,,,,,,,,,,
119,growth,AYI,12.37174,8.46765,0,10.19376,6.50004,7.54186,15.27502,-12.75855,-5.64687,19.14598,4.00005,3.72242,8.94076,-3.53464,-6.52919,10.63881,6.1566,0.26571
120,growth,AMT,2.75109,0.34442,20.17511,13.46889,13.46889,28.90115,16.17691,101.9804,52.97794,9.38852,5.23548,9.42358,13.07836,-9.76594,1.88438,10.67174,,10.59299
121,growth,,,,,,,,,,,,,,,,,,,
122,growth,ACM,0.72123,9.87807,,17.28043,8.38685,,,-4.61286,-839.8657,17.85134,,5.03146,19.27452,-3.59702,-1.2342,8.68485,,27.65153
123,growth,ATRS,1.07428,-16.10111,,,,,,-26.05888,68.05158,,,33.36144,36.1239,101.0467,94.89568,30.28047,7.29761,
124,growth,ARW,6.62072,4.24459,,4.81077,4.80628,,,-41.80819,-130.2931,5.12568,,7.1772,4.8969,-7.32481,-2.56066,8.71979,7.22206,7.38109
125,growth,ARI,-1.23963,,0,27.92958,27.92926,-6.39566,-3.88992,14.15486,-7.57758,,-6.77844,22.61872,31.62937,13.61471,20.6787,-0.36369,25.1959,36.57653
126,growth,AR,7.08504,-19.03121,,-6.4185,-6.4185,,,-314.5953,8.08639,,,38.85073,10.4624,-8.8854,6.49974,7.06304,9.72,-2.92195
127,growth,AMC,-5.56756,13.86078,0,11.62607,11.62607,,,-110.7644,-319.9091,,,19.13139,15.20969,2.43402,0.18679,13.81557,,18.63403
128,growth,AL,12.87826,16.94376,33.88655,14.48673,14.48673,13.96601,16.44203,14.09912,10.52142,,3.6191,12.43338,13.93533,21.90648,20.07511,13.34621,15.19707,15.41442
129,growth,AGEN,,10.55511,,,,,,45.06089,44.70959,,,88.0232,84.71687,434.8456,307.9159,56.93656,,18.65468
130,growth,AAN,9.05756,14.34167,12.25732,14.93389,14.98931,-37.82213,-15.67871,-274.8413,-85.04269,,-22.77608,7.16372,7.9332,1.04915,3.10095,9.19062,15.42006,-10.86418
131,growth,WTR,5.37628,9.99326,7.29712,1.99576,1.564,-1.8619,-1.30523,-13.19834,-50.31032,,-2.996,0.96852,1.9247,7.73381,4.03767,1.74294,5.36632,9.95836
132,growth,BAH,33.21479,35.27032,13.99838,4.8291,7.13255,11.85334,12.00276,10.1685,17.85499,,6.574,7.43862,4.11946,11.20364,10.97235,4.91099,,1.18723
133,growth,AXAS,1.3194,13.56205,,15.17885,1.58845,,-7.19138,847.9245,2635.141,,-5.24105,30.55727,10.07067,-24.23784,-4.12794,-2.05814,13.88804,33.07724
134,growth,AVT,2.38562,-0.08974,5.56671,-4.9465,-10.07316,-16.27032,-15.04606,-89.74691,171.6057,59.55552,-13.19066,5.2509,-6.62637,-10.18372,-7.24559,-2.13728,-1.45465,-3.66912
135,growth,ALB,16.30921,50.43017,6.05722,16.13392,16.13432,8.75239,14.35699,-17.0627,-17.672,,10.68771,10.26759,7.97663,7.68852,6.35497,1.77555,13.26884,0.77931
136,growth,AIZ,4.75122,5.69896,6.17853,12.23293,13.45145,-13.83335,-1.92954,522.3197,35.39038,44.34746,-3.30795,10.20225,-0.56952,12.55017,25.20662,2.67114,-6.89493,11.37505
137,growth,SAIC,26.64152,-0.92609,4.6218,15.72717,15.72717,7.12997,5.67098,617.4768,20.62299,11.51015,-0.21829,12.82135,10.42625,29.19463,36.91779,6.18184,,31.63707
138,growth,CAR,7.15965,1.73055,,1.75092,1.72594,31.68462,12.3948,1039.408,92.21474,,2.66106,1.93706,1.5693,5.46341,0.52609,9.57066,,4.91608
139,growth,ANG.JO,-2.02615,-3.70372,7.58807,-4.54263,-4.16862,78.92005,,149.5891,173.2803,-3.19169,,-4.79589,-6.57229,-12.4678,-10.60107,-7.05156,-0.79892,-9.94447
140,growth,APH,10.14243,7.12568,18.2899,9.96665,9.96553,12.84198,11.13217,-12.07112,-9.34681,10.23795,1.12799,9.37506,9.00182,-3.31281,0.2853,9.87489,,6.30896
141,growth,ANTH,,,,,,,,79.39494,86.46281,,,,,,,,,
142,growth,,,,,,,,,,,,,,,,,,,
143,growth,,,,,,,,,,,,,,,,,,,
144,growth,AI,-20.5338,,-21.70263,-24.45479,-24.46642,,-3.93709,182.4268,110.6856,106.8521,3.81803,49.44219,8.00485,262.7332,1667.031,-3.5061,-12.69752,2.57129
145,growth,,,,,,,,,,,,,,,,,,,
146,growth,WMC,-6.72644,,-9.08282,-7.11093,-7.11093,,-12.47102,163.5368,101.2878,,-15.02638,57.72988,9.64313,78.96641,26.27024,2.90171,-1.96083,3.02993
147,growth,MPX.AX,14.71882,,,-7.22105,124.4139,,,25,-989.404,,,24.38719,28.87287,-4.2387,-74.61416,24.95087,18.37343,34.40184
148,growth,JKHY,9.65682,8.86868,13.2587,5.10044,5.2336,4.04127,9.96133,6.54047,1.42198,-2.25916,1.92873,4.65333,5.76564,8.50275,6.52299,7.88061,27.58355,
149,growth,AVAV,5.50527,2.42136,,10.69801,31.53813,38.62831,24.01436,-112.088,-46.02549,-16.87389,21.759,10.37219,4.54037,-17.83144,-5.874,3.69247,6.21725,
150,growth,AMKR,11.56947,-7.05558,,1.90456,1.91317,-11.94697,-1.62728,94.97347,-19.45563,,-1.52064,1.04809,5.30633,8.98877,-6.11185,5.00721,11.66293,-0.95167
151,growth,,,,,,,,,,,,,,,,,,,
152,growth,AEIS,8.57017,47.5223,,-0.2299,-0.2299,-20.52159,-2.83571,-49.30578,-62.07471,-20.60598,-17.65948,17.71257,16.51925,119.4251,9.745,18.01728,-5.80567,
153,growth,Y,5.58983,1.72127,,-11.99572,-11.99572,26.14356,7.482,104.5565,4304.351,15.16974,-3.75782,10.5776,9.65123,7.45258,17.32634,12.4803,0.92252,-0.18188
154,growth,,,,,,,,,,,,,,,,,,,
155,growth,CENX,-9.41416,1.57292,,-44.53197,-44.60856,,,92.76425,-20.73282,,,11.66376,-0.99786,-10.57712,-2.99493,-0.85823,-9.38954,3.12037
156,growth,ASPS,,-49.35293,,-28.35412,-27.51217,,,-2701.753,-5252.138,-19.61311,,-13.35808,-9.67568,-35.35539,-22.614,-2.33544,,-13.46873
157,growth,AMRN,,,,,,,,118.366,82.08822,,,48.93571,51.30077,85.27997,87.48991,32.08966,,-26.53491
158,growth,AMPE,-49.78627,-69.73803,,,,,,-111.7741,-126.3273,,,,,,,,-35.55328,
159,growth,AMAG,-14.07497,235.5627,,,,,,-881.0424,-178.4795,,,-8.82893,21.38245,1.80093,-30.85415,14.32725,,-10.97236
160,growth,ALKS,-6.18691,21.99817,,,,,,45.6292,-39.47763,,,16.23193,13.60539,30.70921,7.00675,11.84804,0.45055,-4.87191
161,growth,ADES,,51.74822,,,,-23.50252,99.19455,51.95344,11.93376,,44.16107,11.45442,32.87118,51.01637,192.6958,37.84638,,22.76541
162,growth,AAON,11.58261,18.17305,10.06423,2.60162,2.60162,0.72277,5.05297,29.97351,26.91427,9.72603,-1.58006,6.91991,5.66416,9.10985,8.15445,6.73957,10.49122,
163,growth,XLRN,11.91678,44.93301,,,,,,40.90292,7.85699,,,38.63288,38.28574,930.87,428.8542,24.88975,23.52585,
164,growth,VRSK,59.63877,8.10754,,6.44403,6.58024,0.79524,5.2335,-9.58038,-24.18491,10.93617,-6.94815,9.32606,12.74507,10.24597,8.8514,13.09117,,17.00447
165,growth,VJET,-7.97604,-19.35577,,,,,,20.70638,21.87486,,,2.62471,17.34827,-37.70538,0.3483,4.92453,-0.14067,34.76409
166,growth,,,,,,,,,,,,,,,,,,,
167,growth,APTS,25.18627,17.20674,9.77321,51.39053,51.39053,,,-1208.249,-149.4905,,,32.96415,52.76817,17.48777,18.41463,26.7437,44.71657,47.17027
